vacina,agegroup,data,doses,ag_10,ag_child
Janssen,8,2022-03-23,4,0,0
Janssen,8,2022-03-23,D,0,4
Janssen,8,2022-03-23,D1,0,0
Janssen,8,2022-03-23,D2,0,0
Janssen,8,2022-03-23,DA,1,1
Janssen,8,2022-03-23,R,24,113
AZ,9,2022-03-23,3,0,0
AZ,9,2022-03-23,4,0,0
AZ,9,2022-03-23,D,0,0
AZ,9,2022-03-23,D1,0,0
AZ,9,2022-03-23,D2,1,0
AZ,9,2022-03-23,DA,0,1
AZ,9,2022-03-23,R,15,26
Coronavac,9,2022-03-23,3,0,0
Coronavac,9,2022-03-23,4,0,0
Coronavac,9,2022-03-23,D,0,0
Coronavac,9,2022-03-23,D1,1,2
Coronavac,9,2022-03-23,D2,4,3
Coronavac,9,2022-03-23,DA,0,0
Coronavac,9,2022-03-23,R,0,0
Pfizer,9,2022-03-23,3,0,0
Pfizer,9,2022-03-23,4,0,0
Pfizer,9,2022-03-23,D,0,0
Pfizer,9,2022-03-23,D1,0,6
Pfizer,9,2022-03-23,D2,4,5
Pfizer,9,2022-03-23,DA,0,4
Pfizer,9,2022-03-23,R,30,65
Janssen,9,2022-03-23,3,0,0
Janssen,9,2022-03-23,4,0,0
Janssen,9,2022-03-23,D,0,0
Janssen,9,2022-03-23,D1,0,0
Janssen,9,2022-03-23,D2,0,0
Janssen,9,2022-03-23,DA,0,1
Janssen,9,2022-03-23,R,7,24
AZ,10,2022-03-23,3,0,0
AZ,10,2022-03-23,4,0,0
AZ,10,2022-03-23,D,0,0
AZ,10,2022-03-23,D1,0,0
AZ,10,2022-03-23,D2,0,1
AZ,10,2022-03-23,DA,0,0
AZ,10,2022-03-23,R,5,15
Coronavac,10,2022-03-23,3,0,0
Coronavac,10,2022-03-23,4,0,0
Coronavac,10,2022-03-23,D,0,0
Coronavac,10,2022-03-23,D1,0,1
Coronavac,10,2022-03-23,D2,2,4
Coronavac,10,2022-03-23,DA,0,0
Coronavac,10,2022-03-23,R,0,0
Pfizer,10,2022-03-23,3,0,0
Pfizer,10,2022-03-23,4,0,0
Pfizer,10,2022-03-23,D,0,0
Pfizer,10,2022-03-23,D1,0,0
Pfizer,10,2022-03-23,D2,0,4
Pfizer,10,2022-03-23,DA,0,0
Pfizer,10,2022-03-23,R,7,30
Janssen,10,2022-03-23,3,0,0
Janssen,10,2022-03-23,4,0,0
Janssen,10,2022-03-23,D,0,0
Janssen,10,2022-03-23,D1,0,0
Janssen,10,2022-03-23,D2,0,0
Janssen,10,2022-03-23,DA,0,0
Janssen,10,2022-03-23,R,1,7
AZ,11,2022-03-23,3,,0
AZ,11,2022-03-23,4,,0
AZ,11,2022-03-23,D,,0
AZ,11,2022-03-23,D1,,0
AZ,11,2022-03-23,D2,,0
AZ,11,2022-03-23,DA,,0
AZ,11,2022-03-23,R,,5
Coronavac,11,2022-03-23,3,,0
Coronavac,11,2022-03-23,4,,0
Coronavac,11,2022-03-23,D,,0
Coronavac,11,2022-03-23,D1,,0
Coronavac,11,2022-03-23,D2,,2
Coronavac,11,2022-03-23,DA,,0
Coronavac,11,2022-03-23,R,,0
Pfizer,11,2022-03-23,3,,0
Pfizer,11,2022-03-23,4,,0
Pfizer,11,2022-03-23,D,,0
Pfizer,11,2022-03-23,D1,,0
Pfizer,11,2022-03-23,D2,,0
Pfizer,11,2022-03-23,DA,,0
Pfizer,11,2022-03-23,R,,7
Janssen,11,2022-03-23,3,,0
Janssen,11,2022-03-23,4,,0
Janssen,11,2022-03-23,D,,0
Janssen,11,2022-03-23,D1,,0
Janssen,11,2022-03-23,D2,,0
Janssen,11,2022-03-23,DA,,0
Janssen,11,2022-03-23,R,,1
AZ,1,2022-03-24,3,0,
AZ,1,2022-03-24,4,0,
AZ,1,2022-03-24,D,0,
AZ,1,2022-03-24,D1,0,
AZ,1,2022-03-24,D2,0,
AZ,1,2022-03-24,DA,0,
AZ,1,2022-03-24,R,1,
Coronavac,1,2022-03-24,3,0,0
Coronavac,1,2022-03-24,4,0,0
Coronavac,1,2022-03-24,D,0,0
Coronavac,1,2022-03-24,D1,268,0
Coronavac,1,2022-03-24,D2,1020,1
Coronavac,1,2022-03-24,DA,0,0
Coronavac,1,2022-03-24,R,2,0
Pfizer,1,2022-03-24,3,0,0
Pfizer,1,2022-03-24,4,0,0
Pfizer,1,2022-03-24,D,0,0
Pfizer,1,2022-03-24,D1,1,1
Pfizer,1,2022-03-24,D2,0,0
Pfizer,1,2022-03-24,DA,0,0
Pfizer,1,2022-03-24,R,2,0
AZ,2,2022-03-24,3,0,0
AZ,2,2022-03-24,4,0,0
AZ,2,2022-03-24,D,0,0
AZ,2,2022-03-24,D1,8,0
AZ,2,2022-03-24,D2,3,0
AZ,2,2022-03-24,DA,26,0
AZ,2,2022-03-24,R,378,1
Coronavac,2,2022-03-24,3,0,0
Coronavac,2,2022-03-24,4,0,0
Coronavac,2,2022-03-24,D,0,0
Coronavac,2,2022-03-24,D1,199,405
Coronavac,2,2022-03-24,D2,528,1444
Coronavac,2,2022-03-24,DA,0,0
Coronavac,2,2022-03-24,R,0,2
Pfizer,2,2022-03-24,3,0,0
Pfizer,2,2022-03-24,4,0,0
Pfizer,2,2022-03-24,D,0,0
Pfizer,2,2022-03-24,D1,157,1
Pfizer,2,2022-03-24,D2,759,2
Pfizer,2,2022-03-24,DA,8,0
Pfizer,2,2022-03-24,R,246,4
Janssen,2,2022-03-24,3,0,
Janssen,2,2022-03-24,4,0,
Janssen,2,2022-03-24,D,0,
Janssen,2,2022-03-24,D1,0,
Janssen,2,2022-03-24,D2,0,
Janssen,2,2022-03-24,DA,25,
Janssen,2,2022-03-24,R,194,
AZ,3,2022-03-24,3,0,0
AZ,3,2022-03-24,4,0,0
AZ,3,2022-03-24,D,0,0
AZ,3,2022-03-24,D1,38,1
AZ,3,2022-03-24,D2,23,1
AZ,3,2022-03-24,DA,70,1
AZ,3,2022-03-24,R,1811,13
Coronavac,3,2022-03-24,3,0,0
Coronavac,3,2022-03-24,4,0,0
Coronavac,3,2022-03-24,D,0,0
Coronavac,3,2022-03-24,D1,80,44
Coronavac,3,2022-03-24,D2,290,46
Coronavac,3,2022-03-24,DA,0,0
Coronavac,3,2022-03-24,R,4,0
Pfizer,3,2022-03-24,3,0,0
Pfizer,3,2022-03-24,4,0,0
Pfizer,3,2022-03-24,D,0,0
Pfizer,3,2022-03-24,D1,164,117
Pfizer,3,2022-03-24,D2,356,656
Pfizer,3,2022-03-24,DA,39,0
Pfizer,3,2022-03-24,R,1522,24
Janssen,3,2022-03-24,3,0,0
Janssen,3,2022-03-24,4,0,0
Janssen,3,2022-03-24,D,1,0
Janssen,3,2022-03-24,D1,0,0
Janssen,3,2022-03-24,D2,0,0
Janssen,3,2022-03-24,DA,44,2
Janssen,3,2022-03-24,R,1007,9
AZ,4,2022-03-24,3,0,0
AZ,4,2022-03-24,4,0,0
AZ,4,2022-03-24,D,0,0
AZ,4,2022-03-24,D1,11,45
AZ,4,2022-03-24,D2,35,25
AZ,4,2022-03-24,DA,95,95
AZ,4,2022-03-24,R,1384,2176
Coronavac,4,2022-03-24,3,0,0
Coronavac,4,2022-03-24,4,0,0
Coronavac,4,2022-03-24,D,0,0
Coronavac,4,2022-03-24,D1,60,98
Coronavac,4,2022-03-24,D2,155,347
Coronavac,4,2022-03-24,DA,0,0
Coronavac,4,2022-03-24,R,4,4
Pfizer,4,2022-03-24,3,0,0
Pfizer,4,2022-03-24,4,0,0
Pfizer,4,2022-03-24,D,0,0
Pfizer,4,2022-03-24,D1,85,203
Pfizer,4,2022-03-24,D2,232,457
Pfizer,4,2022-03-24,DA,35,47
Pfizer,4,2022-03-24,R,1083,1742
Janssen,4,2022-03-24,3,0,0
Janssen,4,2022-03-24,4,0,0
Janssen,4,2022-03-24,D,0,1
Janssen,4,2022-03-24,D1,0,0
Janssen,4,2022-03-24,D2,0,0
Janssen,4,2022-03-24,DA,35,67
Janssen,4,2022-03-24,R,751,1192
AZ,5,2022-03-24,3,0,0
AZ,5,2022-03-24,4,0,0
AZ,5,2022-03-24,D,0,0
AZ,5,2022-03-24,D1,7,11
AZ,5,2022-03-24,D2,24,35
AZ,5,2022-03-24,DA,46,95
AZ,5,2022-03-24,R,864,1384
Coronavac,5,2022-03-24,3,0,0
Coronavac,5,2022-03-24,4,0,0
Coronavac,5,2022-03-24,D,0,0
Coronavac,5,2022-03-24,D1,39,60
Coronavac,5,2022-03-24,D2,81,155
Coronavac,5,2022-03-24,DA,0,0
Coronavac,5,2022-03-24,R,2,4
Pfizer,5,2022-03-24,3,0,0
Pfizer,5,2022-03-24,4,0,0
Pfizer,5,2022-03-24,D,0,0
Pfizer,5,2022-03-24,D1,63,85
Pfizer,5,2022-03-24,D2,159,232
Pfizer,5,2022-03-24,DA,29,35
Pfizer,5,2022-03-24,R,581,1083
Janssen,5,2022-03-24,3,0,0
Janssen,5,2022-03-24,4,0,0
Janssen,5,2022-03-24,D,0,0
Janssen,5,2022-03-24,D1,0,0
Janssen,5,2022-03-24,D2,0,0
Janssen,5,2022-03-24,DA,31,35
Janssen,5,2022-03-24,R,550,751
AZ,6,2022-03-24,3,0,0
AZ,6,2022-03-24,4,0,0
AZ,6,2022-03-24,D,0,0
AZ,6,2022-03-24,D1,2,7
AZ,6,2022-03-24,D2,18,24
AZ,6,2022-03-24,DA,28,46
AZ,6,2022-03-24,R,436,864
Coronavac,6,2022-03-24,3,0,0
Coronavac,6,2022-03-24,4,0,0
Coronavac,6,2022-03-24,D,0,0
Coronavac,6,2022-03-24,D1,27,39
Coronavac,6,2022-03-24,D2,44,81
Coronavac,6,2022-03-24,DA,0,0
Coronavac,6,2022-03-24,R,0,2
Pfizer,6,2022-03-24,3,0,0
Pfizer,6,2022-03-24,4,0,0
Pfizer,6,2022-03-24,D,0,0
Pfizer,6,2022-03-24,D1,34,63
Pfizer,6,2022-03-24,D2,64,159
Pfizer,6,2022-03-24,DA,7,29
Pfizer,6,2022-03-24,R,374,581
Janssen,6,2022-03-24,3,0,0
Janssen,6,2022-03-24,4,0,0
Janssen,6,2022-03-24,D,0,0
Janssen,6,2022-03-24,D1,0,0
Janssen,6,2022-03-24,D2,0,0
Janssen,6,2022-03-24,DA,20,31
Janssen,6,2022-03-24,R,296,550
AZ,7,2022-03-24,3,0,0
AZ,7,2022-03-24,4,0,0
AZ,7,2022-03-24,D,0,0
AZ,7,2022-03-24,D1,0,2
AZ,7,2022-03-24,D2,5,18
AZ,7,2022-03-24,DA,8,28
AZ,7,2022-03-24,R,152,436
Coronavac,7,2022-03-24,3,0,0
Coronavac,7,2022-03-24,4,0,0
Coronavac,7,2022-03-24,D,0,0
Coronavac,7,2022-03-24,D1,9,27
Coronavac,7,2022-03-24,D2,13,44
Coronavac,7,2022-03-24,DA,0,0
Coronavac,7,2022-03-24,R,0,0
Pfizer,7,2022-03-24,3,0,0
Pfizer,7,2022-03-24,4,0,0
Pfizer,7,2022-03-24,D,0,0
Pfizer,7,2022-03-24,D1,11,34
Pfizer,7,2022-03-24,D2,20,64
Pfizer,7,2022-03-24,DA,6,7
Pfizer,7,2022-03-24,R,104,374
Janssen,7,2022-03-24,3,0,0
Janssen,7,2022-03-24,4,0,0
Janssen,7,2022-03-24,D,1,0
Janssen,7,2022-03-24,D1,0,0
Janssen,7,2022-03-24,D2,0,0
Janssen,7,2022-03-24,DA,3,20
Janssen,7,2022-03-24,R,74,296
AZ,8,2022-03-24,3,0,0
AZ,8,2022-03-24,4,0,0
AZ,8,2022-03-24,D,0,0
AZ,8,2022-03-24,D1,0,0
AZ,8,2022-03-24,D2,1,5
AZ,8,2022-03-24,DA,5,8
AZ,8,2022-03-24,R,49,152
Coronavac,8,2022-03-24,3,0,0
Coronavac,8,2022-03-24,4,0,0
Coronavac,8,2022-03-24,D,0,0
Coronavac,8,2022-03-24,D1,1,9
Coronavac,8,2022-03-24,D2,11,13
Coronavac,8,2022-03-24,DA,0,0
Coronavac,8,2022-03-24,R,0,0
Pfizer,8,2022-03-24,3,0,0
Pfizer,8,2022-03-24,4,0,0
Pfizer,8,2022-03-24,D,0,0
Pfizer,8,2022-03-24,D1,6,11
Pfizer,8,2022-03-24,D2,13,20
Pfizer,8,2022-03-24,DA,2,6
Pfizer,8,2022-03-24,R,34,104
Janssen,8,2022-03-24,3,0,0
Janssen,8,2022-03-24,4,0,0
Janssen,8,2022-03-24,D,0,1
Janssen,8,2022-03-24,D1,0,0
Janssen,8,2022-03-24,D2,0,0
Janssen,8,2022-03-24,DA,1,3
Janssen,8,2022-03-24,R,16,74
AZ,9,2022-03-24,3,0,0
AZ,9,2022-03-24,4,0,0
AZ,9,2022-03-24,D,0,0
AZ,9,2022-03-24,D1,0,0
AZ,9,2022-03-24,D2,1,1
AZ,9,2022-03-24,DA,3,5
AZ,9,2022-03-24,R,19,49
Coronavac,9,2022-03-24,3,0,0
Coronavac,9,2022-03-24,4,0,0
Coronavac,9,2022-03-24,D,0,0
Coronavac,9,2022-03-24,D1,1,1
Coronavac,9,2022-03-24,D2,3,11
Coronavac,9,2022-03-24,DA,0,0
Coronavac,9,2022-03-24,R,0,0
Pfizer,9,2022-03-24,3,0,0
Pfizer,9,2022-03-24,4,0,0
Pfizer,9,2022-03-24,D,0,0
Pfizer,9,2022-03-24,D1,3,6
Pfizer,9,2022-03-24,D2,2,13
Pfizer,9,2022-03-24,DA,0,2
Pfizer,9,2022-03-24,R,19,34
Janssen,9,2022-03-24,3,0,0
Janssen,9,2022-03-24,4,0,0
Janssen,9,2022-03-24,D,0,0
Janssen,9,2022-03-24,D1,0,0
Janssen,9,2022-03-24,D2,0,0
Janssen,9,2022-03-24,DA,0,1
Janssen,9,2022-03-24,R,3,16
AZ,10,2022-03-24,3,0,0
AZ,10,2022-03-24,4,0,0
AZ,10,2022-03-24,D,0,0
AZ,10,2022-03-24,D1,0,0
AZ,10,2022-03-24,D2,0,1
AZ,10,2022-03-24,DA,4,3
AZ,10,2022-03-24,R,2,19
Coronavac,10,2022-03-24,3,,0
Coronavac,10,2022-03-24,4,,0
Coronavac,10,2022-03-24,D,,0
Coronavac,10,2022-03-24,D1,,1
Coronavac,10,2022-03-24,D2,,3
Coronavac,10,2022-03-24,DA,,0
Coronavac,10,2022-03-24,R,,0
Pfizer,10,2022-03-24,3,0,0
Pfizer,10,2022-03-24,4,0,0
Pfizer,10,2022-03-24,D,0,0
Pfizer,10,2022-03-24,D1,0,3
Pfizer,10,2022-03-24,D2,1,2
Pfizer,10,2022-03-24,DA,0,0
Pfizer,10,2022-03-24,R,2,19
Janssen,10,2022-03-24,3,0,0
Janssen,10,2022-03-24,4,0,0
Janssen,10,2022-03-24,D,0,0
Janssen,10,2022-03-24,D1,0,0
Janssen,10,2022-03-24,D2,0,0
Janssen,10,2022-03-24,DA,0,0
Janssen,10,2022-03-24,R,1,3
AZ,11,2022-03-24,3,,0
AZ,11,2022-03-24,4,,0
AZ,11,2022-03-24,D,,0
AZ,11,2022-03-24,D1,,0
AZ,11,2022-03-24,D2,,0
AZ,11,2022-03-24,DA,,4
AZ,11,2022-03-24,R,,2
Pfizer,11,2022-03-24,3,,0
Pfizer,11,2022-03-24,4,,0
Pfizer,11,2022-03-24,D,,0
Pfizer,11,2022-03-24,D1,,0
Pfizer,11,2022-03-24,D2,,1
Pfizer,11,2022-03-24,DA,,0
Pfizer,11,2022-03-24,R,,2
Janssen,11,2022-03-24,3,,0
Janssen,11,2022-03-24,4,,0
Janssen,11,2022-03-24,D,,0
Janssen,11,2022-03-24,D1,,0
Janssen,11,2022-03-24,D2,,0
Janssen,11,2022-03-24,DA,,0
Janssen,11,2022-03-24,R,,1
Coronavac,1,2022-03-25,3,0,0
Coronavac,1,2022-03-25,4,0,0
Coronavac,1,2022-03-25,D,0,0
Coronavac,1,2022-03-25,D1,43,0
Coronavac,1,2022-03-25,D2,200,1
Coronavac,1,2022-03-25,DA,0,0
Coronavac,1,2022-03-25,R,0,0
Pfizer,1,2022-03-25,3,0,
Pfizer,1,2022-03-25,4,0,
Pfizer,1,2022-03-25,D,0,
Pfizer,1,2022-03-25,D1,0,
Pfizer,1,2022-03-25,D2,1,
Pfizer,1,2022-03-25,DA,0,
Pfizer,1,2022-03-25,R,0,
Janssen,1,2022-03-25,3,0,
Janssen,1,2022-03-25,4,0,
Janssen,1,2022-03-25,D,1,
Janssen,1,2022-03-25,D1,0,
Janssen,1,2022-03-25,D2,0,
Janssen,1,2022-03-25,DA,0,
Janssen,1,2022-03-25,R,0,
AZ,2,2022-03-25,3,0,
AZ,2,2022-03-25,4,0,
AZ,2,2022-03-25,D,0,
AZ,2,2022-03-25,D1,0,
AZ,2,2022-03-25,D2,1,
AZ,2,2022-03-25,DA,1,
AZ,2,2022-03-25,R,15,
Coronavac,2,2022-03-25,3,0,0
Coronavac,2,2022-03-25,4,0,0
Coronavac,2,2022-03-25,D,0,0
Coronavac,2,2022-03-25,D1,21,59
Coronavac,2,2022-03-25,D2,75,251
Coronavac,2,2022-03-25,DA,0,0
Coronavac,2,2022-03-25,R,0,0
Pfizer,2,2022-03-25,3,0,0
Pfizer,2,2022-03-25,4,0,0
Pfizer,2,2022-03-25,D,0,0
Pfizer,2,2022-03-25,D1,13,1
Pfizer,2,2022-03-25,D2,77,1
Pfizer,2,2022-03-25,DA,6,0
Pfizer,2,2022-03-25,R,35,0
Janssen,2,2022-03-25,3,0,0
Janssen,2,2022-03-25,4,0,0
Janssen,2,2022-03-25,D,0,1
Janssen,2,2022-03-25,D1,0,0
Janssen,2,2022-03-25,D2,0,0
Janssen,2,2022-03-25,DA,0,0
Janssen,2,2022-03-25,R,71,0
AZ,3,2022-03-25,3,0,
AZ,3,2022-03-25,4,0,
AZ,3,2022-03-25,D,0,
AZ,3,2022-03-25,D1,0,
AZ,3,2022-03-25,D2,5,
AZ,3,2022-03-25,DA,1,
AZ,3,2022-03-25,R,120,
Coronavac,3,2022-03-25,3,0,0
Coronavac,3,2022-03-25,4,0,0
Coronavac,3,2022-03-25,D,0,0
Coronavac,3,2022-03-25,D1,7,3
Coronavac,3,2022-03-25,D2,44,7
Coronavac,3,2022-03-25,DA,0,0
Coronavac,3,2022-03-25,R,0,0
Pfizer,3,2022-03-25,3,0,0
Pfizer,3,2022-03-25,4,0,0
Pfizer,3,2022-03-25,D,0,0
Pfizer,3,2022-03-25,D1,9,10
Pfizer,3,2022-03-25,D2,28,69
Pfizer,3,2022-03-25,DA,25,1
Pfizer,3,2022-03-25,R,162,0
Janssen,3,2022-03-25,3,0,
Janssen,3,2022-03-25,4,0,
Janssen,3,2022-03-25,D,0,
Janssen,3,2022-03-25,D1,0,
Janssen,3,2022-03-25,D2,0,
Janssen,3,2022-03-25,DA,0,
Janssen,3,2022-03-25,R,271,
AZ,4,2022-03-25,3,0,0
AZ,4,2022-03-25,4,0,0
AZ,4,2022-03-25,D,0,0
AZ,4,2022-03-25,D1,0,0
AZ,4,2022-03-25,D2,6,6
AZ,4,2022-03-25,DA,6,2
AZ,4,2022-03-25,R,95,135
Coronavac,4,2022-03-25,3,0,0
Coronavac,4,2022-03-25,4,0,0
Coronavac,4,2022-03-25,D,0,0
Coronavac,4,2022-03-25,D1,12,9
Coronavac,4,2022-03-25,D2,20,60
Coronavac,4,2022-03-25,DA,0,0
Coronavac,4,2022-03-25,R,0,0
Pfizer,4,2022-03-25,3,0,0
Pfizer,4,2022-03-25,4,0,0
Pfizer,4,2022-03-25,D,0,0
Pfizer,4,2022-03-25,D1,3,11
Pfizer,4,2022-03-25,D2,14,36
Pfizer,4,2022-03-25,DA,17,30
Pfizer,4,2022-03-25,R,107,197
Janssen,4,2022-03-25,3,0,0
Janssen,4,2022-03-25,4,0,0
Janssen,4,2022-03-25,D,1,0
Janssen,4,2022-03-25,D1,0,0
Janssen,4,2022-03-25,D2,0,0
Janssen,4,2022-03-25,DA,6,0
Janssen,4,2022-03-25,R,304,342
AZ,5,2022-03-25,3,0,0
AZ,5,2022-03-25,4,0,0
AZ,5,2022-03-25,D,0,0
AZ,5,2022-03-25,D1,0,0
AZ,5,2022-03-25,D2,1,6
AZ,5,2022-03-25,DA,0,6
AZ,5,2022-03-25,R,46,95
Coronavac,5,2022-03-25,3,0,0
Coronavac,5,2022-03-25,4,0,0
Coronavac,5,2022-03-25,D,0,0
Coronavac,5,2022-03-25,D1,5,12
Coronavac,5,2022-03-25,D2,11,20
Coronavac,5,2022-03-25,DA,0,0
Coronavac,5,2022-03-25,R,0,0
Pfizer,5,2022-03-25,3,0,0
Pfizer,5,2022-03-25,4,0,0
Pfizer,5,2022-03-25,D,0,0
Pfizer,5,2022-03-25,D1,0,3
Pfizer,5,2022-03-25,D2,12,14
Pfizer,5,2022-03-25,DA,2,17
Pfizer,5,2022-03-25,R,55,107
Janssen,5,2022-03-25,3,0,0
Janssen,5,2022-03-25,4,0,0
Janssen,5,2022-03-25,D,0,1
Janssen,5,2022-03-25,D1,0,0
Janssen,5,2022-03-25,D2,0,0
Janssen,5,2022-03-25,DA,0,6
Janssen,5,2022-03-25,R,150,304
AZ,6,2022-03-25,3,0,0
AZ,6,2022-03-25,4,0,0
AZ,6,2022-03-25,D,0,0
AZ,6,2022-03-25,D1,0,0
AZ,6,2022-03-25,D2,3,1
AZ,6,2022-03-25,DA,3,0
AZ,6,2022-03-25,R,19,46
Coronavac,6,2022-03-25,3,0,0
Coronavac,6,2022-03-25,4,0,0
Coronavac,6,2022-03-25,D,0,0
Coronavac,6,2022-03-25,D1,1,5
Coronavac,6,2022-03-25,D2,6,11
Coronavac,6,2022-03-25,DA,0,0
Coronavac,6,2022-03-25,R,0,0
Pfizer,6,2022-03-25,3,0,0
Pfizer,6,2022-03-25,4,0,0
Pfizer,6,2022-03-25,D,0,0
Pfizer,6,2022-03-25,D1,3,0
Pfizer,6,2022-03-25,D2,8,12
Pfizer,6,2022-03-25,DA,3,2
Pfizer,6,2022-03-25,R,39,55
Janssen,6,2022-03-25,3,0,0
Janssen,6,2022-03-25,4,0,0
Janssen,6,2022-03-25,D,0,0
Janssen,6,2022-03-25,D1,0,0
Janssen,6,2022-03-25,D2,0,0
Janssen,6,2022-03-25,DA,0,0
Janssen,6,2022-03-25,R,71,150
AZ,7,2022-03-25,3,0,0
AZ,7,2022-03-25,4,0,0
AZ,7,2022-03-25,D,0,0
AZ,7,2022-03-25,D1,0,0
AZ,7,2022-03-25,D2,2,3
AZ,7,2022-03-25,DA,2,3
AZ,7,2022-03-25,R,6,19
Coronavac,7,2022-03-25,3,0,0
Coronavac,7,2022-03-25,4,0,0
Coronavac,7,2022-03-25,D,0,0
Coronavac,7,2022-03-25,D1,0,1
Coronavac,7,2022-03-25,D2,1,6
Coronavac,7,2022-03-25,DA,0,0
Coronavac,7,2022-03-25,R,0,0
Pfizer,7,2022-03-25,3,0,0
Pfizer,7,2022-03-25,4,0,0
Pfizer,7,2022-03-25,D,0,0
Pfizer,7,2022-03-25,D1,0,3
Pfizer,7,2022-03-25,D2,2,8
Pfizer,7,2022-03-25,DA,2,3
Pfizer,7,2022-03-25,R,4,39
Janssen,7,2022-03-25,3,0,0
Janssen,7,2022-03-25,4,0,0
Janssen,7,2022-03-25,D,0,0
Janssen,7,2022-03-25,D1,0,0
Janssen,7,2022-03-25,D2,0,0
Janssen,7,2022-03-25,DA,0,0
Janssen,7,2022-03-25,R,17,71
AZ,8,2022-03-25,3,0,0
AZ,8,2022-03-25,4,0,0
AZ,8,2022-03-25,D,0,0
AZ,8,2022-03-25,D1,0,0
AZ,8,2022-03-25,D2,0,2
AZ,8,2022-03-25,DA,1,2
AZ,8,2022-03-25,R,0,6
Coronavac,8,2022-03-25,3,0,0
Coronavac,8,2022-03-25,4,0,0
Coronavac,8,2022-03-25,D,0,0
Coronavac,8,2022-03-25,D1,0,0
Coronavac,8,2022-03-25,D2,1,1
Coronavac,8,2022-03-25,DA,0,0
Coronavac,8,2022-03-25,R,0,0
Pfizer,8,2022-03-25,3,0,0
Pfizer,8,2022-03-25,4,0,0
Pfizer,8,2022-03-25,D,0,0
Pfizer,8,2022-03-25,D1,0,0
Pfizer,8,2022-03-25,D2,1,2
Pfizer,8,2022-03-25,DA,0,2
Pfizer,8,2022-03-25,R,1,4
Janssen,8,2022-03-25,3,0,0
Janssen,8,2022-03-25,4,0,0
Janssen,8,2022-03-25,D,0,0
Janssen,8,2022-03-25,D1,0,0
Janssen,8,2022-03-25,D2,0,0
Janssen,8,2022-03-25,DA,0,0
Janssen,8,2022-03-25,R,1,17
AZ,9,2022-03-25,3,,0
AZ,9,2022-03-25,4,,0
AZ,9,2022-03-25,D,,0
AZ,9,2022-03-25,D1,,0
AZ,9,2022-03-25,D2,,0
AZ,9,2022-03-25,DA,,1
AZ,9,2022-03-25,R,,0
Coronavac,9,2022-03-25,3,,0
Coronavac,9,2022-03-25,4,,0
Coronavac,9,2022-03-25,D,,0
Coronavac,9,2022-03-25,D1,,0
Coronavac,9,2022-03-25,D2,,1
Coronavac,9,2022-03-25,DA,,0
Coronavac,9,2022-03-25,R,,0
Pfizer,9,2022-03-25,3,,0
Pfizer,9,2022-03-25,4,,0
Pfizer,9,2022-03-25,D,,0
Pfizer,9,2022-03-25,D1,,0
Pfizer,9,2022-03-25,D2,,1
Pfizer,9,2022-03-25,DA,,0
Pfizer,9,2022-03-25,R,,1
Janssen,9,2022-03-25,3,,0
Janssen,9,2022-03-25,4,,0
Janssen,9,2022-03-25,D,,0
Janssen,9,2022-03-25,D1,,0
Janssen,9,2022-03-25,D2,,0
Janssen,9,2022-03-25,DA,,0
Janssen,9,2022-03-25,R,,1
Coronavac,1,2022-03-26,3,0,
Coronavac,1,2022-03-26,4,0,
Coronavac,1,2022-03-26,D,0,
Coronavac,1,2022-03-26,D1,38,
Coronavac,1,2022-03-26,D2,468,
Coronavac,1,2022-03-26,DA,0,
Coronavac,1,2022-03-26,R,0,
AZ,2,2022-03-26,3,0,
AZ,2,2022-03-26,4,0,
AZ,2,2022-03-26,D,0,
AZ,2,2022-03-26,D1,0,
AZ,2,2022-03-26,D2,0,
AZ,2,2022-03-26,DA,21,
AZ,2,2022-03-26,R,35,
Coronavac,2,2022-03-26,3,0,0
Coronavac,2,2022-03-26,4,0,0
Coronavac,2,2022-03-26,D,0,0
Coronavac,2,2022-03-26,D1,29,63
Coronavac,2,2022-03-26,D2,178,623
Coronavac,2,2022-03-26,DA,0,0
Coronavac,2,2022-03-26,R,3,3
Pfizer,2,2022-03-26,3,0,
Pfizer,2,2022-03-26,4,0,
Pfizer,2,2022-03-26,D,0,
Pfizer,2,2022-03-26,D1,33,
Pfizer,2,2022-03-26,D2,179,
Pfizer,2,2022-03-26,DA,0,
Pfizer,2,2022-03-26,R,63,
Janssen,2,2022-03-26,3,0,
Janssen,2,2022-03-26,4,0,
Janssen,2,2022-03-26,D,0,
Janssen,2,2022-03-26,D1,0,
Janssen,2,2022-03-26,D2,0,
Janssen,2,2022-03-26,DA,11,
Janssen,2,2022-03-26,R,49,
AZ,3,2022-03-26,3,0,0
AZ,3,2022-03-26,4,0,0
AZ,3,2022-03-26,D,0,0
AZ,3,2022-03-26,D1,0,0
AZ,3,2022-03-26,D2,13,0
AZ,3,2022-03-26,DA,53,0
AZ,3,2022-03-26,R,122,3
Coronavac,3,2022-03-26,3,0,0
Coronavac,3,2022-03-26,4,0,0
Coronavac,3,2022-03-26,D,0,0
Coronavac,3,2022-03-26,D1,17,2
Coronavac,3,2022-03-26,D2,72,11
Coronavac,3,2022-03-26,DA,0,0
Coronavac,3,2022-03-26,R,0,0
Pfizer,3,2022-03-26,3,0,0
Pfizer,3,2022-03-26,4,0,0
Pfizer,3,2022-03-26,D,0,0
Pfizer,3,2022-03-26,D1,20,28
