vacina,agegroup,agegroup_10,data,doses,n
Coronavac,6,6,2021-02-08,D2,92
Coronavac,6,6,2021-02-08,DU,0
Coronavac,6,6,2021-02-08,R,0
Coronavac,6,6,2021-02-09,D1,5855
Coronavac,6,6,2021-02-09,D2,394
Coronavac,6,6,2021-02-09,DU,0
Coronavac,6,6,2021-02-09,R,0
Coronavac,6,6,2021-02-10,D1,5805
Coronavac,6,6,2021-02-10,D2,1819
Coronavac,6,6,2021-02-10,DU,0
Coronavac,6,6,2021-02-10,R,1
Coronavac,6,6,2021-02-11,D1,4411
Coronavac,6,6,2021-02-11,D2,12746
Coronavac,6,6,2021-02-11,DU,0
Coronavac,6,6,2021-02-11,R,2
Coronavac,6,6,2021-02-12,D1,3679
Coronavac,6,6,2021-02-12,D2,20014
Coronavac,6,6,2021-02-12,DU,0
Coronavac,6,6,2021-02-12,R,2
Coronavac,6,6,2021-02-13,D1,1561
Coronavac,6,6,2021-02-13,D2,3640
Coronavac,6,6,2021-02-13,DU,0
Coronavac,6,6,2021-02-13,R,0
Coronavac,6,6,2021-02-14,D1,102
Coronavac,6,6,2021-02-14,D2,2535
Coronavac,6,6,2021-02-14,DU,0
Coronavac,6,6,2021-02-14,R,2
Coronavac,6,6,2021-02-15,D1,2067
Coronavac,6,6,2021-02-15,D2,16649
Coronavac,6,6,2021-02-15,DU,0
Coronavac,6,6,2021-02-15,R,0
Coronavac,6,6,2021-02-16,D1,1797
Coronavac,6,6,2021-02-16,D2,18146
Coronavac,6,6,2021-02-16,DU,0
Coronavac,6,6,2021-02-16,R,0
Coronavac,6,6,2021-02-17,D1,2392
Coronavac,6,6,2021-02-17,D2,16146
Coronavac,6,6,2021-02-17,DU,0
Coronavac,6,6,2021-02-17,R,3
Coronavac,6,6,2021-02-18,D1,3157
Coronavac,6,6,2021-02-18,D2,16099
Coronavac,6,6,2021-02-18,DU,0
Coronavac,6,6,2021-02-18,R,2
Coronavac,6,6,2021-02-19,D1,2453
Coronavac,6,6,2021-02-19,D2,11257
Coronavac,6,6,2021-02-19,DU,0
Coronavac,6,6,2021-02-19,R,0
Coronavac,6,6,2021-02-20,D1,467
Coronavac,6,6,2021-02-20,D2,999
Coronavac,6,6,2021-02-20,DU,0
Coronavac,6,6,2021-02-20,R,0
Coronavac,6,6,2021-02-21,D1,220
Coronavac,6,6,2021-02-21,D2,227
Coronavac,6,6,2021-02-21,DU,0
Coronavac,6,6,2021-02-21,R,0
Coronavac,6,6,2021-02-22,D1,1389
Coronavac,6,6,2021-02-22,D2,6371
Coronavac,6,6,2021-02-22,DU,0
Coronavac,6,6,2021-02-22,R,0
Coronavac,6,6,2021-02-23,D1,1259
Coronavac,6,6,2021-02-23,D2,5468
Coronavac,6,6,2021-02-23,DU,0
Coronavac,6,6,2021-02-23,R,1
Coronavac,6,6,2021-02-24,D1,1474
Coronavac,6,6,2021-02-24,D2,4367
Coronavac,6,6,2021-02-24,DU,0
Coronavac,6,6,2021-02-24,R,0
Coronavac,6,6,2021-02-25,D1,1147
Coronavac,6,6,2021-02-25,D2,4085
Coronavac,6,6,2021-02-25,DU,0
Coronavac,6,6,2021-02-25,R,0
Coronavac,6,6,2021-02-26,D1,1006
Coronavac,6,6,2021-02-26,D2,3872
Coronavac,6,6,2021-02-26,DU,0
Coronavac,6,6,2021-02-26,R,0
Coronavac,6,6,2021-02-27,D1,236
Coronavac,6,6,2021-02-27,D2,688
Coronavac,6,6,2021-02-27,DU,0
Coronavac,6,6,2021-02-27,R,0
Coronavac,6,6,2021-02-28,D1,185
Coronavac,6,6,2021-02-28,D2,337
Coronavac,6,6,2021-02-28,DU,0
Coronavac,6,6,2021-02-28,R,0
Coronavac,6,6,2021-03-01,D1,436
Coronavac,6,6,2021-03-01,D2,5354
Coronavac,6,6,2021-03-01,DU,0
Coronavac,6,6,2021-03-01,R,0
Coronavac,6,6,2021-03-02,D1,781
Coronavac,6,6,2021-03-02,D2,11592
Coronavac,6,6,2021-03-02,DU,0
Coronavac,6,6,2021-03-02,R,2
Coronavac,6,6,2021-03-03,D1,1233
Coronavac,6,6,2021-03-03,D2,11145
Coronavac,6,6,2021-03-03,DU,0
Coronavac,6,6,2021-03-03,R,0
Coronavac,6,6,2021-03-04,D1,1154
Coronavac,6,6,2021-03-04,D2,8811
Coronavac,6,6,2021-03-04,DU,0
Coronavac,6,6,2021-03-04,R,0
Coronavac,6,6,2021-03-05,D1,1218
Coronavac,6,6,2021-03-05,D2,6151
Coronavac,6,6,2021-03-05,DU,0
Coronavac,6,6,2021-03-05,R,0
Coronavac,6,6,2021-03-06,D1,450
Coronavac,6,6,2021-03-06,D2,2143
Coronavac,6,6,2021-03-06,DU,0
Coronavac,6,6,2021-03-06,R,0
Coronavac,6,6,2021-03-07,D1,232
Coronavac,6,6,2021-03-07,D2,189
Coronavac,6,6,2021-03-07,DU,0
Coronavac,6,6,2021-03-07,R,0
Coronavac,6,6,2021-03-08,D1,1311
Coronavac,6,6,2021-03-08,D2,2339
Coronavac,6,6,2021-03-08,DU,0
Coronavac,6,6,2021-03-08,R,0
Coronavac,6,6,2021-03-09,D1,978
Coronavac,6,6,2021-03-09,D2,2310
Coronavac,6,6,2021-03-09,DU,0
Coronavac,6,6,2021-03-09,R,0
Coronavac,6,6,2021-03-10,D1,1429
Coronavac,6,6,2021-03-10,D2,2760
Coronavac,6,6,2021-03-10,DU,0
Coronavac,6,6,2021-03-10,R,1
Coronavac,6,6,2021-03-11,D1,1649
Coronavac,6,6,2021-03-11,D2,3404
Coronavac,6,6,2021-03-11,DU,0
Coronavac,6,6,2021-03-11,R,0
Coronavac,6,6,2021-03-12,D1,1596
Coronavac,6,6,2021-03-12,D2,3118
Coronavac,6,6,2021-03-12,DU,0
Coronavac,6,6,2021-03-12,R,0
Coronavac,6,6,2021-03-13,D1,433
Coronavac,6,6,2021-03-13,D2,500
Coronavac,6,6,2021-03-13,DU,0
Coronavac,6,6,2021-03-13,R,0
Coronavac,6,6,2021-03-14,D1,326
Coronavac,6,6,2021-03-14,D2,40
Coronavac,6,6,2021-03-14,DU,0
Coronavac,6,6,2021-03-14,R,0
Coronavac,6,6,2021-03-15,D1,1116
Coronavac,6,6,2021-03-15,D2,1592
Coronavac,6,6,2021-03-15,DU,0
Coronavac,6,6,2021-03-15,R,1
Coronavac,6,6,2021-03-16,D1,1147
Coronavac,6,6,2021-03-16,D2,1604
Coronavac,6,6,2021-03-16,DU,0
Coronavac,6,6,2021-03-16,R,0
Coronavac,6,6,2021-03-17,D1,1291
Coronavac,6,6,2021-03-17,D2,1682
Coronavac,6,6,2021-03-17,DU,0
Coronavac,6,6,2021-03-17,R,1
Coronavac,6,6,2021-03-18,D1,1217
Coronavac,6,6,2021-03-18,D2,1754
Coronavac,6,6,2021-03-18,DU,0
Coronavac,6,6,2021-03-18,R,0
Coronavac,6,6,2021-03-19,D1,1294
Coronavac,6,6,2021-03-19,D2,1376
Coronavac,6,6,2021-03-19,DU,0
Coronavac,6,6,2021-03-19,R,0
Coronavac,6,6,2021-03-20,D1,342
Coronavac,6,6,2021-03-20,D2,264
Coronavac,6,6,2021-03-20,DU,0
Coronavac,6,6,2021-03-20,R,0
Coronavac,6,6,2021-03-21,D1,52
Coronavac,6,6,2021-03-21,D2,153
Coronavac,6,6,2021-03-21,DU,0
Coronavac,6,6,2021-03-21,R,0
Coronavac,6,6,2021-03-22,D1,1097
Coronavac,6,6,2021-03-22,D2,936
Coronavac,6,6,2021-03-22,DU,0
Coronavac,6,6,2021-03-22,R,0
Coronavac,6,6,2021-03-23,D1,1156
Coronavac,6,6,2021-03-23,D2,1080
Coronavac,6,6,2021-03-23,DU,0
Coronavac,6,6,2021-03-23,R,0
Coronavac,6,6,2021-03-24,D1,1235
Coronavac,6,6,2021-03-24,D2,1282
Coronavac,6,6,2021-03-24,DU,0
Coronavac,6,6,2021-03-24,R,0
Coronavac,6,6,2021-03-25,D1,1692
Coronavac,6,6,2021-03-25,D2,1353
Coronavac,6,6,2021-03-25,DU,0
Coronavac,6,6,2021-03-25,R,0
Coronavac,6,6,2021-03-26,D1,1430
Coronavac,6,6,2021-03-26,D2,1139
Coronavac,6,6,2021-03-26,DU,0
Coronavac,6,6,2021-03-26,R,0
Coronavac,6,6,2021-03-27,D1,452
Coronavac,6,6,2021-03-27,D2,272
Coronavac,6,6,2021-03-27,DU,0
Coronavac,6,6,2021-03-27,R,0
Coronavac,6,6,2021-03-28,D1,44
Coronavac,6,6,2021-03-28,D2,161
Coronavac,6,6,2021-03-28,DU,0
Coronavac,6,6,2021-03-28,R,0
Coronavac,6,6,2021-03-29,D1,1738
Coronavac,6,6,2021-03-29,D2,962
Coronavac,6,6,2021-03-29,DU,0
Coronavac,6,6,2021-03-29,R,0
Coronavac,6,6,2021-03-30,D1,2174
Coronavac,6,6,2021-03-30,D2,978
Coronavac,6,6,2021-03-30,DU,0
Coronavac,6,6,2021-03-30,R,0
Coronavac,6,6,2021-03-31,D1,2295
Coronavac,6,6,2021-03-31,D2,1298
Coronavac,6,6,2021-03-31,DU,0
Coronavac,6,6,2021-03-31,R,0
Coronavac,6,6,2021-04-01,D1,1337
Coronavac,6,6,2021-04-01,D2,1224
Coronavac,6,6,2021-04-01,DU,0
Coronavac,6,6,2021-04-01,R,0
Coronavac,6,6,2021-04-02,D1,231
Coronavac,6,6,2021-04-02,D2,223
Coronavac,6,6,2021-04-02,DU,0
Coronavac,6,6,2021-04-02,R,0
Coronavac,6,6,2021-04-03,D1,266
Coronavac,6,6,2021-04-03,D2,259
Coronavac,6,6,2021-04-03,DU,0
Coronavac,6,6,2021-04-03,R,0
Coronavac,6,6,2021-04-04,D1,75
Coronavac,6,6,2021-04-04,D2,110
Coronavac,6,6,2021-04-04,DU,0
Coronavac,6,6,2021-04-04,R,0
Coronavac,6,6,2021-04-05,D1,4949
Coronavac,6,6,2021-04-05,D2,1689
Coronavac,6,6,2021-04-05,DU,0
Coronavac,6,6,2021-04-05,R,0
Coronavac,6,6,2021-04-06,D1,5702
Coronavac,6,6,2021-04-06,D2,1361
Coronavac,6,6,2021-04-06,DU,0
Coronavac,6,6,2021-04-06,R,0
Coronavac,6,6,2021-04-07,D1,4124
Coronavac,6,6,2021-04-07,D2,1482
Coronavac,6,6,2021-04-07,DU,0
Coronavac,6,6,2021-04-07,R,0
Coronavac,6,6,2021-04-08,D1,1830
Coronavac,6,6,2021-04-08,D2,1460
Coronavac,6,6,2021-04-08,DU,0
Coronavac,6,6,2021-04-08,R,1
Coronavac,6,6,2021-04-09,D1,2643
Coronavac,6,6,2021-04-09,D2,1446
Coronavac,6,6,2021-04-09,DU,0
Coronavac,6,6,2021-04-09,R,0
Coronavac,6,6,2021-04-10,D1,13128
Coronavac,6,6,2021-04-10,D2,459
Coronavac,6,6,2021-04-10,DU,0
Coronavac,6,6,2021-04-10,R,0
Coronavac,6,6,2021-04-11,D1,1084
Coronavac,6,6,2021-04-11,D2,210
Coronavac,6,6,2021-04-11,DU,0
Coronavac,6,6,2021-04-11,R,0
Coronavac,6,6,2021-04-12,D1,20318
Coronavac,6,6,2021-04-12,D2,1008
Coronavac,6,6,2021-04-12,DU,0
Coronavac,6,6,2021-04-12,R,0
Coronavac,6,6,2021-04-13,D1,11610
Coronavac,6,6,2021-04-13,D2,1038
Coronavac,6,6,2021-04-13,DU,0
Coronavac,6,6,2021-04-13,R,0
Coronavac,6,6,2021-04-14,D1,6954
Coronavac,6,6,2021-04-14,D2,1051
Coronavac,6,6,2021-04-14,DU,0
Coronavac,6,6,2021-04-14,R,1
Coronavac,6,6,2021-04-15,D1,4508
Coronavac,6,6,2021-04-15,D2,1391
Coronavac,6,6,2021-04-15,DU,0
Coronavac,6,6,2021-04-15,R,0
Coronavac,6,6,2021-04-16,D1,2812
Coronavac,6,6,2021-04-16,D2,1241
Coronavac,6,6,2021-04-16,DU,0
Coronavac,6,6,2021-04-16,R,0
Coronavac,6,6,2021-04-17,D1,1192
Coronavac,6,6,2021-04-17,D2,397
Coronavac,6,6,2021-04-17,DU,0
Coronavac,6,6,2021-04-17,R,0
Coronavac,6,6,2021-04-18,D1,51
Coronavac,6,6,2021-04-18,D2,54
Coronavac,6,6,2021-04-18,DU,0
Coronavac,6,6,2021-04-18,R,0
Coronavac,6,6,2021-04-19,D1,1914
Coronavac,6,6,2021-04-19,D2,1510
Coronavac,6,6,2021-04-19,DU,0
Coronavac,6,6,2021-04-19,R,0
Coronavac,6,6,2021-04-20,D1,1092
Coronavac,6,6,2021-04-20,D2,1580
Coronavac,6,6,2021-04-20,DU,0
Coronavac,6,6,2021-04-20,R,0
Coronavac,6,6,2021-04-21,D1,172
Coronavac,6,6,2021-04-21,D2,219
Coronavac,6,6,2021-04-21,DU,0
Coronavac,6,6,2021-04-21,R,1
Coronavac,6,6,2021-04-22,D1,691
Coronavac,6,6,2021-04-22,D2,2027
Coronavac,6,6,2021-04-22,DU,0
Coronavac,6,6,2021-04-22,R,0
Coronavac,6,6,2021-04-23,D1,567
Coronavac,6,6,2021-04-23,D2,1439
Coronavac,6,6,2021-04-23,DU,0
Coronavac,6,6,2021-04-23,R,0
Coronavac,6,6,2021-04-24,D1,173
Coronavac,6,6,2021-04-24,D2,252
Coronavac,6,6,2021-04-24,DU,0
Coronavac,6,6,2021-04-24,R,0
Coronavac,6,6,2021-04-25,D1,13
Coronavac,6,6,2021-04-25,D2,50
Coronavac,6,6,2021-04-25,DU,0
Coronavac,6,6,2021-04-25,R,0
Coronavac,6,6,2021-04-26,D1,384
Coronavac,6,6,2021-04-26,D2,1379
Coronavac,6,6,2021-04-26,DU,0
Coronavac,6,6,2021-04-26,R,0
Coronavac,6,6,2021-04-27,D1,485
Coronavac,6,6,2021-04-27,D2,1666
Coronavac,6,6,2021-04-27,DU,0
Coronavac,6,6,2021-04-27,R,0
Coronavac,6,6,2021-04-28,D1,437
Coronavac,6,6,2021-04-28,D2,1847
Coronavac,6,6,2021-04-28,DU,0
Coronavac,6,6,2021-04-28,R,0
Coronavac,6,6,2021-04-29,D1,377
Coronavac,6,6,2021-04-29,D2,1248
Coronavac,6,6,2021-04-29,DU,0
Coronavac,6,6,2021-04-29,R,1
Coronavac,6,6,2021-04-30,D1,491
Coronavac,6,6,2021-04-30,D2,1222
Coronavac,6,6,2021-04-30,DU,0
Coronavac,6,6,2021-04-30,R,0
Coronavac,6,6,2021-05-01,D1,79
Coronavac,6,6,2021-05-01,D2,3625
Coronavac,6,6,2021-05-01,DU,0
Coronavac,6,6,2021-05-01,R,0
Coronavac,6,6,2021-05-02,D1,56
Coronavac,6,6,2021-05-02,D2,45
Coronavac,6,6,2021-05-02,DU,0
Coronavac,6,6,2021-05-02,R,0
Coronavac,6,6,2021-05-03,D1,588
Coronavac,6,6,2021-05-03,D2,9941
Coronavac,6,6,2021-05-03,DU,0
Coronavac,6,6,2021-05-03,R,0
Coronavac,6,6,2021-05-04,D1,682
Coronavac,6,6,2021-05-04,D2,10445
Coronavac,6,6,2021-05-04,DU,0
Coronavac,6,6,2021-05-04,R,0
Coronavac,6,6,2021-05-05,D1,819
Coronavac,6,6,2021-05-05,D2,9038
Coronavac,6,6,2021-05-05,DU,0
Coronavac,6,6,2021-05-05,R,0
Coronavac,6,6,2021-05-06,D1,447
Coronavac,6,6,2021-05-06,D2,5506
Coronavac,6,6,2021-05-06,DU,0
Coronavac,6,6,2021-05-06,R,0
Coronavac,6,6,2021-05-07,D1,571
Coronavac,6,6,2021-05-07,D2,6619
Coronavac,6,6,2021-05-07,DU,0
Coronavac,6,6,2021-05-07,R,0
Coronavac,6,6,2021-05-08,D1,254
Coronavac,6,6,2021-05-08,D2,4888
Coronavac,6,6,2021-05-08,DU,0
Coronavac,6,6,2021-05-08,R,0
Coronavac,6,6,2021-05-09,D1,5
Coronavac,6,6,2021-05-09,D2,308
Coronavac,6,6,2021-05-09,DU,0
Coronavac,6,6,2021-05-09,R,0
Coronavac,6,6,2021-05-10,D1,418
Coronavac,6,6,2021-05-10,D2,8853
Coronavac,6,6,2021-05-10,DU,0
Coronavac,6,6,2021-05-10,R,0
Coronavac,6,6,2021-05-11,D1,580
Coronavac,6,6,2021-05-11,D2,6623
Coronavac,6,6,2021-05-11,DU,0
Coronavac,6,6,2021-05-11,R,1
Coronavac,6,6,2021-05-12,D1,409
Coronavac,6,6,2021-05-12,D2,3473
Coronavac,6,6,2021-05-12,DU,0
Coronavac,6,6,2021-05-12,R,0
Coronavac,6,6,2021-05-13,D1,353
Coronavac,6,6,2021-05-13,D2,1765
Coronavac,6,6,2021-05-13,DU,0
Coronavac,6,6,2021-05-13,R,0
Coronavac,6,6,2021-05-14,D1,360
Coronavac,6,6,2021-05-14,D2,1787
Coronavac,6,6,2021-05-14,DU,0
Coronavac,6,6,2021-05-14,R,0
Coronavac,6,6,2021-05-15,D1,250
Coronavac,6,6,2021-05-15,D2,1052
Coronavac,6,6,2021-05-15,DU,0
Coronavac,6,6,2021-05-15,R,0
Coronavac,6,6,2021-05-16,D1,15
Coronavac,6,6,2021-05-16,D2,17
Coronavac,6,6,2021-05-16,DU,0
Coronavac,6,6,2021-05-16,R,0
Coronavac,6,6,2021-05-17,D1,558
Coronavac,6,6,2021-05-17,D2,1220
Coronavac,6,6,2021-05-17,DU,0
Coronavac,6,6,2021-05-17,R,0
Coronavac,6,6,2021-05-18,D1,837
Coronavac,6,6,2021-05-18,D2,1462
Coronavac,6,6,2021-05-18,DU,0
Coronavac,6,6,2021-05-18,R,0
Coronavac,6,6,2021-05-19,D1,737
Coronavac,6,6,2021-05-19,D2,778
Coronavac,6,6,2021-05-19,DU,0
Coronavac,6,6,2021-05-19,R,0
Coronavac,6,6,2021-05-20,D1,1227
Coronavac,6,6,2021-05-20,D2,678
Coronavac,6,6,2021-05-20,DU,0
Coronavac,6,6,2021-05-20,R,0
Coronavac,6,6,2021-05-21,D1,1606
Coronavac,6,6,2021-05-21,D2,1003
Coronavac,6,6,2021-05-21,DU,0
Coronavac,6,6,2021-05-21,R,0
Coronavac,6,6,2021-05-22,D1,317
Coronavac,6,6,2021-05-22,D2,274
Coronavac,6,6,2021-05-22,DU,0
Coronavac,6,6,2021-05-22,R,0
Coronavac,6,6,2021-05-23,D1,28
Coronavac,6,6,2021-05-23,D2,17
Coronavac,6,6,2021-05-23,DU,0
Coronavac,6,6,2021-05-23,R,0
Coronavac,6,6,2021-05-24,D1,1350
Coronavac,6,6,2021-05-24,D2,604
Coronavac,6,6,2021-05-24,DU,0
Coronavac,6,6,2021-05-24,R,0
Coronavac,6,6,2021-05-25,D1,1173
Coronavac,6,6,2021-05-25,D2,575
Coronavac,6,6,2021-05-25,DU,0
Coronavac,6,6,2021-05-25,R,0
Coronavac,6,6,2021-05-26,D1,1143
Coronavac,6,6,2021-05-26,D2,616
Coronavac,6,6,2021-05-26,DU,0
Coronavac,6,6,2021-05-26,R,0
Coronavac,6,6,2021-05-27,D1,1433
Coronavac,6,6,2021-05-27,D2,415
Coronavac,6,6,2021-05-27,DU,0
Coronavac,6,6,2021-05-27,R,0
Coronavac,6,6,2021-05-28,D1,1856
Coronavac,6,6,2021-05-28,D2,848
Coronavac,6,6,2021-05-28,DU,0
Coronavac,6,6,2021-05-28,R,0
Coronavac,6,6,2021-05-29,D1,662
Coronavac,6,6,2021-05-29,D2,370
Coronavac,6,6,2021-05-29,DU,0
Coronavac,6,6,2021-05-29,R,0
Coronavac,6,6,2021-05-30,D1,51
Coronavac,6,6,2021-05-30,D2,4
Coronavac,6,6,2021-05-30,DU,0
Coronavac,6,6,2021-05-30,R,0
Coronavac,6,6,2021-05-31,D1,1155
Coronavac,6,6,2021-05-31,D2,777
Coronavac,6,6,2021-05-31,DU,0
Coronavac,6,6,2021-05-31,R,0
Coronavac,6,6,2021-06-01,D1,1315
Coronavac,6,6,2021-06-01,D2,667
Coronavac,6,6,2021-06-01,DU,0
Coronavac,6,6,2021-06-01,R,0
Coronavac,6,6,2021-06-02,D1,1458
Coronavac,6,6,2021-06-02,D2,719
Coronavac,6,6,2021-06-02,DU,0
Coronavac,6,6,2021-06-02,R,0
Coronavac,6,6,2021-06-03,D1,732
Coronavac,6,6,2021-06-03,D2,211
Coronavac,6,6,2021-06-03,DU,0
Coronavac,6,6,2021-06-03,R,0
Coronavac,6,6,2021-06-04,D1,847
Coronavac,6,6,2021-06-04,D2,277
Coronavac,6,6,2021-06-04,DU,0
Coronavac,6,6,2021-06-04,R,0
Coronavac,6,6,2021-06-05,D1,1422
Coronavac,6,6,2021-06-05,D2,330
Coronavac,6,6,2021-06-05,DU,0
Coronavac,6,6,2021-06-05,R,0
Coronavac,6,6,2021-06-06,D1,340
Coronavac,6,6,2021-06-06,D2,13
Coronavac,6,6,2021-06-06,DU,0
Coronavac,6,6,2021-06-06,R,0
Coronavac,6,6,2021-06-07,D1,945
Coronavac,6,6,2021-06-07,D2,654
Coronavac,6,6,2021-06-07,DU,0
Coronavac,6,6,2021-06-07,R,0
Coronavac,6,6,2021-06-08,D1,983
Coronavac,6,6,2021-06-08,D2,563
Coronavac,6,6,2021-06-08,DU,0
Coronavac,6,6,2021-06-08,R,0
Coronavac,6,6,2021-06-09,D1,1726
Coronavac,6,6,2021-06-09,D2,559
Coronavac,6,6,2021-06-09,DU,0
Coronavac,6,6,2021-06-09,R,0
Coronavac,6,6,2021-06-10,D1,2429
Coronavac,6,6,2021-06-10,D2,637
Coronavac,6,6,2021-06-10,DU,0
Coronavac,6,6,2021-06-10,R,0
Coronavac,6,6,2021-06-11,D1,2937
Coronavac,6,6,2021-06-11,D2,581
Coronavac,6,6,2021-06-11,DU,0
Coronavac,6,6,2021-06-11,R,0
Coronavac,6,6,2021-06-12,D1,844
Coronavac,6,6,2021-06-12,D2,168
Coronavac,6,6,2021-06-12,DU,0
Coronavac,6,6,2021-06-12,R,0
Coronavac,6,6,2021-06-13,D1,75
Coronavac,6,6,2021-06-13,D2,5
Coronavac,6,6,2021-06-13,DU,0
Coronavac,6,6,2021-06-13,R,0
Coronavac,6,6,2021-06-14,D1,1527
Coronavac,6,6,2021-06-14,D2,774
Coronavac,6,6,2021-06-14,DU,0
Coronavac,6,6,2021-06-14,R,0
Coronavac,6,6,2021-06-15,D1,1396
Coronavac,6,6,2021-06-15,D2,761
Coronavac,6,6,2021-06-15,DU,0
Coronavac,6,6,2021-06-15,R,0
Coronavac,6,6,2021-06-16,D1,1145
Coronavac,6,6,2021-06-16,D2,804
Coronavac,6,6,2021-06-16,DU,0
Coronavac,6,6,2021-06-16,R,0
Coronavac,6,6,2021-06-17,D1,2394
Coronavac,6,6,2021-06-17,D2,1040
Coronavac,6,6,2021-06-17,DU,0
Coronavac,6,6,2021-06-17,R,0
Coronavac,6,6,2021-06-18,D1,6933
Coronavac,6,6,2021-06-18,D2,1435
Coronavac,6,6,2021-06-18,DU,0
Coronavac,6,6,2021-06-18,R,0
Coronavac,6,6,2021-06-19,D1,3852
Coronavac,6,6,2021-06-19,D2,413
Coronavac,6,6,2021-06-19,DU,0
Coronavac,6,6,2021-06-19,R,0
Coronavac,6,6,2021-06-20,D1,121
Coronavac,6,6,2021-06-20,D2,62
Coronavac,6,6,2021-06-20,DU,0
Coronavac,6,6,2021-06-20,R,0
Coronavac,6,6,2021-06-21,D1,4229
Coronavac,6,6,2021-06-21,D2,1394
Coronavac,6,6,2021-06-21,DU,0
Coronavac,6,6,2021-06-21,R,0
Coronavac,6,6,2021-06-22,D1,10346
Coronavac,6,6,2021-06-22,D2,567
Coronavac,6,6,2021-06-22,DU,0
Coronavac,6,6,2021-06-22,R,3
Coronavac,6,6,2021-06-23,D1,153243
Coronavac,6,6,2021-06-23,D2,1898
Coronavac,6,6,2021-06-23,DU,0
Coronavac,6,6,2021-06-23,R,2
Coronavac,6,6,2021-06-24,D1,134971
Coronavac,6,6,2021-06-24,D2,1018
Coronavac,6,6,2021-06-24,DU,0
Coronavac,6,6,2021-06-24,R,1
Coronavac,6,6,2021-06-25,D1,71920
Coronavac,6,6,2021-06-25,D2,1115
Coronavac,6,6,2021-06-25,DU,0
Coronavac,6,6,2021-06-25,R,0
Coronavac,6,6,2021-06-26,D1,51533
Coronavac,6,6,2021-06-26,D2,342
Coronavac,6,6,2021-06-26,DU,0
Coronavac,6,6,2021-06-26,R,0
Coronavac,6,6,2021-06-27,D1,10014
Coronavac,6,6,2021-06-27,D2,22
Coronavac,6,6,2021-06-27,DU,0
Coronavac,6,6,2021-06-27,R,0
Coronavac,6,6,2021-06-28,D1,43137
Coronavac,6,6,2021-06-28,D2,1559
Coronavac,6,6,2021-06-28,DU,0
Coronavac,6,6,2021-06-28,R,0
Coronavac,6,6,2021-06-29,D1,43072
Coronavac,6,6,2021-06-29,D2,1140
Coronavac,6,6,2021-06-29,DU,0
Coronavac,6,6,2021-06-29,R,0
Coronavac,6,6,2021-06-30,D1,25801
Coronavac,6,6,2021-06-30,D2,1305
Coronavac,6,6,2021-06-30,DU,0
Coronavac,6,6,2021-06-30,R,0
Coronavac,6,6,2021-07-01,D1,23091
Coronavac,6,6,2021-07-01,D2,1283
Coronavac,6,6,2021-07-01,DU,0
Coronavac,6,6,2021-07-01,R,1
Coronavac,6,6,2021-07-02,D1,14485
Coronavac,6,6,2021-07-02,D2,2309
Coronavac,6,6,2021-07-02,DU,0
Coronavac,6,6,2021-07-02,R,0
Coronavac,6,6,2021-07-03,D1,7097
Coronavac,6,6,2021-07-03,D2,709
Coronavac,6,6,2021-07-03,DU,0
Coronavac,6,6,2021-07-03,R,0
Coronavac,6,6,2021-07-04,D1,160
Coronavac,6,6,2021-07-04,D2,70
Coronavac,6,6,2021-07-04,DU,0
Coronavac,6,6,2021-07-04,R,0
Coronavac,6,6,2021-07-05,D1,6443
Coronavac,6,6,2021-07-05,D2,1183
Coronavac,6,6,2021-07-05,DU,0
Coronavac,6,6,2021-07-05,R,0
Coronavac,6,6,2021-07-06,D1,5664
Coronavac,6,6,2021-07-06,D2,1172
Coronavac,6,6,2021-07-06,DU,0
Coronavac,6,6,2021-07-06,R,0
Coronavac,6,6,2021-07-07,D1,2360
Coronavac,6,6,2021-07-07,D2,1160
Coronavac,6,6,2021-07-07,DU,0
Coronavac,6,6,2021-07-07,R,0
Coronavac,6,6,2021-07-08,D1,4469
Coronavac,6,6,2021-07-08,D2,2532
Coronavac,6,6,2021-07-08,DU,0
Coronavac,6,6,2021-07-08,R,0
Coronavac,6,6,2021-07-09,D1,1334
Coronavac,6,6,2021-07-09,D2,2152
Coronavac,6,6,2021-07-09,DU,0
Coronavac,6,6,2021-07-09,R,0
Coronavac,6,6,2021-07-10,D1,204
Coronavac,6,6,2021-07-10,D2,529
Coronavac,6,6,2021-07-10,DU,0
Coronavac,6,6,2021-07-10,R,0
Coronavac,6,6,2021-07-11,D1,32
Coronavac,6,6,2021-07-11,D2,100
Coronavac,6,6,2021-07-11,DU,0
Coronavac,6,6,2021-07-11,R,0
Coronavac,6,6,2021-07-12,D1,3199
Coronavac,6,6,2021-07-12,D2,4144
Coronavac,6,6,2021-07-12,DU,0
Coronavac,6,6,2021-07-12,R,0
Coronavac,6,6,2021-07-13,D1,5330
Coronavac,6,6,2021-07-13,D2,4334
Coronavac,6,6,2021-07-13,DU,0
Coronavac,6,6,2021-07-13,R,0
Coronavac,6,6,2021-07-14,D1,2445
Coronavac,6,6,2021-07-14,D2,13093
Coronavac,6,6,2021-07-14,DU,0
Coronavac,6,6,2021-07-14,R,1
Coronavac,6,6,2021-07-15,D1,5186
Coronavac,6,6,2021-07-15,D2,11639
Coronavac,6,6,2021-07-15,DU,0
Coronavac,6,6,2021-07-15,R,2
Coronavac,6,6,2021-07-16,D1,12547
Coronavac,6,6,2021-07-16,D2,15910
Coronavac,6,6,2021-07-16,DU,0
